0 [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0]]
88 [[1, 259354769.06265336], [2, 207277322.625108], [3, 250772899.61409324], [4, 252359434.18160698], [5, 0], [6, 231398720.04698083], [7, 257001699.3795744], [8, 0], [9, 246309803.83191866], [10, 251880771.59934366], [11, 216688608.3260193], [12, 255277135.3603308], [13, 232375613.5269439], [14, 0], [15, 256990302.4089125], [16, 256675926.62683386], [17, 237362973.95984775], [18, 258435671.30606726], [19, 250924133.66596207], [20, 246875374.59773698], [21, 253750804.34435213], [22, 0], [23, 249234862.3161839], [24, 246885879.86576235], [25, 247255301.27043274], [26, 253941144.41382772], [27, 189125089.7362697], [28, 194735168.90337276], [29, 214041071.2522872], [30, 0]]
89 [[1, 258885544.15220854], [2, 254319330.656277], [3, 0], [4, 257489288.56719148], [5, 0], [6, 251878593.7070019], [7, 257001699.3795744], [8, 251634767.14894068], [9, 234464705.747878], [10, 251880771.59934366], [11, 245078995.96881935], [12, 255277135.3603308], [13, 232375613.5269439], [14, 257228109.71559492], [15, 253770269.69114125], [16, 256675926.62683386], [17, 0], [18, 246871342.61213452], [19, 253149083.71271163], [20, 254070917.58708492], [21, 0], [22, 0], [23, 249234862.3161839], [24, 246885879.86576235], [25, 247255301.27043274], [26, 249968385.30344546], [27, 260788033.95944926], [28, 0], [29, 195388095.0030496], [30, 0]]
90 [[1, 247771088.30441707], [2, 254319330.656277], [3, 0], [4, 244978577.13438296], [5, 257603815.4545057], [6, 251878593.7070019], [7, 0], [8, 251634767.14894068], [9, 222619607.6638373], [10, 252303183.3090722], [11, 245078995.96881935], [12, 0], [13, 255624947.0388418], [14, 244456219.43118984], [15, 253770269.69114125], [16, 0], [17, 0], [18, 235307013.91820177], [19, 236298167.42542326], [20, 254070917.58708492], [21, 0], [22, 0], [23, 0], [24, 0], [25, 254140329.63446987], [26, 249968385.30344546], [27, 260788033.95944926], [28, 0], [29, 176735118.75381202], [30, 0]]
91 [[1, 236476501.2886935], [2, 0], [3, 0], [4, 232500091.52006748], [5, 245118213.8202866], [6, 255588339.48374477], [7, 0], [8, 252419223.44274077], [9, 210767097.04580697], [10, 252303183.3090722], [11, 237858522.58627516], [12, 255795232.3863285], [13, 255624947.0388418], [14, 244456219.43118984], [15, 256170125.89656687], [16, 257838135.62578163], [17, 0], [18, 235307013.91820177], [19, 219654784.466085], [20, 0], [21, 255109123.80473995], [22, 254945701.78111896], [23, 0], [24, 0], [25, 254140329.63446987], [26, 259621878.2787674], [27, 249596820.146913], [28, 0], [29, 176735118.75381202], [30, 247217434.99381828]]
92 [[1, 225181914.2729699], [2, 0], [3, 251714829.40511662], [4, 220021605.905752], [5, 232632612.1860675], [6, 255588339.48374477], [7, 0], [8, 252419223.44274077], [9, 198914586.42777663], [10, 0], [11, 237858522.58627516], [12, 241590464.77265698], [13, 253805766.39110982], [14, 261271322.15320632], [15, 256170125.89656687], [16, 257838135.62578163], [17, 0], [18, 0], [19, 203011401.5067467], [20, 0], [21, 255109123.80473995], [22, 254945701.78111896], [23, 0], [24, 0], [25, 253063455.65192094], [26, 259621878.2787674], [27, 229193640.29382598], [28, 251193994.3908031], [29, 251347023.7507624], [30, 224434869.98763657]]
93 [[1, 225181914.2729699], [2, 255310265.24405757], [3, 251714829.40511662], [4, 220021605.905752], [5, 232632612.1860675], [6, 255588339.48374477], [7, 0], [8, 254003064.37972096], [9, 198914586.42777663], [10, 260799410.66081768], [11, 251027692.06845096], [12, 241590464.77265698], [13, 237611532.78221965], [14, 261271322.15320632], [15, 254792189.07320407], [16, 0], [17, 0], [18, 0], [19, 186368018.54740843], [20, 253571067.17942846], [21, 255452581.17916164], [22, 0], [23, 256950503.32896516], [24, 0], [25, 253063455.65192094], [26, 0], [27, 208790460.44073898], [28, 232387988.7816062], [29, 232694047.5015248], [30, 224434869.98763657]]
94 [[1, 257748376.62300667], [2, 240620530.48811513], [3, 248278003.15668973], [4, 257521514.38568452], [5, 0], [6, 241176678.96748954], [7, 0], [8, 254003064.37972096], [9, 254823321.68747208], [10, 251598821.32163537], [11, 251027692.06845096], [12, 0], [13, 221417299.17332947], [14, 253971342.9416649], [15, 239584378.14640814], [16, 0], [17, 0], [18, 0], [19, 169724635.58807015], [20, 237142134.35885692], [21, 255452581.17916164], [22, 0], [23, 256950503.32896516], [24, 0], [25, 247594946.49466524], [26, 0], [27, 208790460.44073898], [28, 213581983.1724093], [29, 232694047.5015248], [30, 0]]
95 [[1, 257748376.62300667], [2, 240620530.48811513], [3, 226556006.31337947], [4, 257521514.38568452], [5, 0], [6, 226765018.4512343], [7, 257600787.72072485], [8, 0], [9, 254823321.68747208], [10, 251598821.32163537], [11, 251027692.06845096], [12, 246796276.41710946], [13, 205223065.5644393], [14, 253971342.9416649], [15, 239584378.14640814], [16, 258714088.35485992], [17, 253681486.97992387], [18, 0], [19, 169724635.58807015], [20, 220713201.53828537], [21, 0], [22, 0], [23, 251745790.49723727], [24, 253114257.81235296], [25, 225189892.98933047], [26, 0], [27, 0], [28, 213581983.1724093], [29, 260828898.09546357], [30, 254239165.32777733]]
96 [[1, 255917938.40032682], [2, 253940640.44131124], [3, 204834009.4700692], [4, 251443390.15728632], [5, 256082982.15390256], [6, 226765018.4512343], [7, 245201575.4414497], [8, 0], [9, 257121533.44116893], [10, 0], [11, 251027692.06845096], [12, 246796276.41710946], [13, 205223065.5644393], [14, 253971342.9416649], [15, 254792189.07320407], [16, 258714088.35485992], [17, 253681486.97992387], [18, 252953963.926434], [19, 255870459.17966205], [20, 204284268.71771383], [21, 0], [22, 254892058.50732636], [23, 251745790.49723727], [24, 236228515.6247059], [25, 225189892.98933047], [26, 0], [27, 0], [28, 251193994.3908031], [29, 260828898.09546357], [30, 238478330.65555465]]
97 [[1, 241835876.80065364], [2, 253940640.44131124], [3, 183112012.62675893], [4, 251443390.15728632], [5, 256082982.15390256], [6, 0], [7, 232802363.16217455], [8, 0], [9, 257121533.44116893], [10, 0], [11, 237858522.58627516], [12, 246523325.74775508], [13, 256963711.3917717], [14, 237942685.8833298], [15, 254792189.07320407], [16, 258009526.12678048], [17, 0], [18, 235907927.85286802], [19, 255870459.17966205], [20, 187855335.8971423], [21, 0], [22, 254892058.50732636], [23, 0], [24, 236228515.6247059], [25, 253688447.486583], [26, 247193777.1163607], [27, 260767709.1508981], [28, 251193994.3908031], [29, 257843853.73090348], [30, 222717495.98333198]]
98 [[1, 241835876.80065364], [2, 253940640.44131124], [3, 183112012.62675893], [4, 256952862.43122405], [5, 256082982.15390256], [6, 0], [7, 232802363.16217455], [8, 254003064.37972096], [9, 257121533.44116893], [10, 252089164.21355286], [11, 205717045.17255032], [12, 246523325.74775508], [13, 256963711.3917717], [14, 221914028.8249947], [15, 260977871.725826], [16, 258009526.12678048], [17, 0], [18, 235907927.85286802], [19, 0], [20, 171426403.07657075], [21, 253871771.82817996], [22, 0], [23, 0], [24, 251663190.5302111], [25, 253688447.486583], [26, 247193777.1163607], [27, 260767709.1508981], [28, 0], [29, 257843853.73090348], [30, 206956661.3111093]]
99 [[1, 257303649.4214342], [2, 237881280.88262248], [3, 248278003.15668973], [4, 243905724.8624481], [5, 256082982.15390256], [6, 248217045.8788097], [7, 253876195.0659219], [8, 238006128.7594419], [9, 257121533.44116893], [10, 234178328.42710572], [11, 205717045.17255032], [12, 0], [13, 251476177.79486677], [14, 221914028.8249947], [15, 260977871.725826], [16, 258009526.12678048], [17, 257186984.7638647], [18, 258417472.9372324], [19, 0], [20, 154997470.2559992], [21, 237743543.6563599], [22, 0], [23, 0], [24, 251663190.5302111], [25, 0], [26, 249090443.79934925], [27, 260767709.1508981], [28, 0], [29, 0], [30, 206956661.3111093]]
100 [[1, 257303649.4214342], [2, 237881280.88262248], [3, 226556006.31337947], [4, 243905724.8624481], [5, 252511352.64900383], [6, 226434091.75761938], [7, 253876195.0659219], [8, 222009193.13916287], [9, 258147489.38196966], [10, 234178328.42710572], [11, 0], [12, 0], [13, 232952355.58973354], [14, 0], [15, 257000865.44742614], [16, 258009526.12678048], [17, 257186984.7638647], [18, 246834945.8744648], [19, 0], [20, 154997470.2559992], [21, 221615315.48453987], [22, 249152771.84668583], [23, 0], [24, 251906352.81085443], [25, 0], [26, 249090443.79934925], [27, 251535418.3017962], [28, 256856241.25140512], [29, 0], [30, 254381505.90657824]]
101 [[1, 258705412.9842764], [2, 254002928.42126927], [3, 226556006.31337947], [4, 260932239.8021279], [5, 252511352.64900383], [6, 204651137.63642907], [7, 254845290.15284586], [8, 206012257.51888382], [9, 246294978.76393932], [10, 254406577.5448505], [11, 257896492.26215088], [12, 255795232.3863285], [13, 214428533.3846003], [14, 0], [15, 257000865.44742614], [16, 257878912.2842603], [17, 0], [18, 235252418.8116972], [19, 257530095.18603873], [20, 253750409.541518], [21, 221615315.48453987], [22, 228305543.69337165], [23, 0], [24, 251906352.81085443], [25, 0], [26, 246682433.20692405], [27, 251535418.3017962], [28, 256856241.25140512], [29, 0], [30, 254381505.90657824]]
102 [[1, 258705412.9842764], [2, 254002928.42126927], [3, 251714829.40511662], [4, 260932239.8021279], [5, 249858008.0162245], [6, 204651137.63642907], [7, 254845290.15284586], [8, 206012257.51888382], [9, 246294978.76393932], [10, 254406577.5448505], [11, 257896492.26215088], [12, 241590464.77265698], [13, 195904711.17946708], [14, 0], [15, 257617899.85792884], [16, 257878912.2842603], [17, 0], [18, 235252418.8116972], [19, 245060190.37207747], [20, 237500819.083036], [21, 258849717.70895913], [22, 228305543.69337165], [23, 0], [24, 0], [25, 0], [26, 246682433.20692405], [27, 252272486.92828202], [28, 256856241.25140512], [29, 0], [30, 0]]
103 [[1, 258705412.9842764], [2, 253723322.12423864], [3, 251714829.40511662], [4, 257521514.38568452], [5, 249858008.0162245], [6, 257138799.09046435], [7, 255664180.52053028], [8, 255050966.52477556], [9, 257121533.44116893], [10, 252874640.19048744], [11, 257896492.26215088], [12, 241590464.77265698], [13, 195904711.17946708], [14, 0], [15, 257617899.85792884], [16, 0], [17, 257756708.99029222], [18, 0], [19, 245060190.37207747], [20, 237500819.083036], [21, 247699435.41791826], [22, 0], [23, 0], [24, 247868290.2398852], [25, 0], [26, 0], [27, 252272486.92828202], [28, 256856241.25140512], [29, 0], [30, 0]]
104 [[1, 247410825.96855283], [2, 253723322.12423864], [3, 0], [4, 257521514.38568452], [5, 0], [6, 244277598.1809287], [7, 255664180.52053028], [8, 255050966.52477556], [9, 257121533.44116893], [10, 252874640.19048744], [11, 257896492.26215088], [12, 255267248.32584664], [13, 255620729.78491944], [14, 254966929.99327007], [15, 256170125.89656687], [16, 258009526.12678048], [17, 257756708.99029222], [18, 258417472.9372324], [19, 0], [20, 257180142.61729783], [21, 247699435.41791826], [22, 0], [23, 256950503.32896516], [24, 247868290.2398852], [25, 0], [26, 0], [27, 253162911.97358721], [28, 251193994.3908031], [29, 0], [30, 0]]
105 [[1, 247410825.96855283], [2, 254002928.42126927], [3, 256939767.99543756], [4, 251443390.15728632], [5, 0], [6, 244277598.1809287], [7, 251635574.56247854], [8, 255050966.52477556], [9, 253810373.02183962], [10, 0], [11, 0], [12, 240534496.65169328], [13, 255620729.78491944], [14, 254966929.99327007], [15, 242340251.79313374], [16, 258009526.12678048], [17, 256979249.1792948], [18, 246834945.8744648], [19, 0], [20, 257180142.61729783], [21, 258849717.70895913], [22, 0], [23, 243901006.6579303], [24, 0], [25, 0], [26, 0], [27, 253162911.97358721], [28, 232387988.7816062], [29, 251347023.7507624], [30, 0]]
106 [[1, 256710334.20355725], [2, 254002928.42126927], [3, 256939767.99543756], [4, 251443390.15728632], [5, 0], [6, 255588339.48374477], [7, 233271149.12495708], [8, 255050966.52477556], [9, 253810373.02183962], [10, 0], [11, 0], [12, 225801744.97753993], [13, 256216392.65236074], [14, 258279954.8342829], [15, 242340251.79313374], [16, 257878912.2842603], [17, 256979249.1792948], [18, 235252418.8116972], [19, 256782542.35618782], [20, 253571067.17942846], [21, 258849717.70895913], [22, 0], [23, 230851509.98689547], [24, 0], [25, 0], [26, 0], [27, 254681678.81746805], [28, 232387988.7816062], [29, 251347023.7507624], [30, 0]]
107 [[1, 256710334.20355725], [2, 254002928.42126927], [3, 260570190.95894495], [4, 260932239.8021279], [5, 0], [6, 255588339.48374477], [7, 233271149.12495708], [8, 0], [9, 254823321.68747208], [10, 252089164.21355286], [11, 0], [12, 225801744.97753993], [13, 256216392.65236074], [14, 246559909.6685658], [15, 251573707.9836775], [16, 257878912.2842603], [17, 254828121.40162486], [18, 223669891.74892962], [19, 256782542.35618782], [20, 253571067.17942846], [21, 258849717.70895913], [22, 0], [23, 230851509.98689547], [24, 0], [25, 0], [26, 0], [27, 239363357.6349361], [28, 254572013.7945787], [29, 253789343.06532028], [30, 255672560.93296427]]
108 [[1, 0], [2, 254002928.42126927], [3, 251140381.9178899], [4, 260932239.8021279], [5, 254618299.2856081], [6, 250664154.3237443], [7, 0], [8, 252419223.44274077], [9, 254823321.68747208], [10, 252089164.21355286], [11, 0], [12, 0], [13, 257479199.05754945], [14, 246559909.6685658], [15, 251573707.9836775], [16, 257878912.2842603], [17, 254828121.40162486], [18, 223669891.74892962], [19, 257530095.18603873], [20, 255371100.7150199], [21, 258849717.70895913], [22, 0], [23, 256950503.32896516], [24, 0], [25, 0], [26, 253409702.00718015], [27, 224045036.45240414], [28, 254572013.7945787], [29, 253789343.06532028], [30, 241345121.86592853]]
109 [[1, 0], [2, 245805898.16950542], [3, 251140381.9178899], [4, 251443390.15728632], [5, 254618299.2856081], [6, 250664154.3237443], [7, 0], [8, 252419223.44274077], [9, 0], [10, 249809957.4132228], [11, 237858522.58627516], [12, 255795232.3863285], [13, 257479199.05754945], [14, 257224901.26437423], [15, 252655378.6132512], [16, 257878912.2842603], [17, 256700791.22594914], [18, 256489515.8676604], [19, 257530095.18603873], [20, 255371100.7150199], [21, 0], [22, 257417444.4039321], [23, 256950503.32896516], [24, 0], [25, 255330669.9784399], [26, 236819404.0143603], [27, 224045036.45240414], [28, 254572013.7945787], [29, 0], [30, 241345121.86592853]]
110 [[1, 0], [2, 245805898.16950542], [3, 250795372.51071778], [4, 251443390.15728632], [5, 0], [6, 257138799.09046435], [7, 251635574.56247854], [8, 0], [9, 0], [10, 249809957.4132228], [11, 237858522.58627516], [12, 241590464.77265698], [13, 255620729.78491944], [14, 257224901.26437423], [15, 252655378.6132512], [16, 258714088.35485992], [17, 256700791.22594914], [18, 256489515.8676604], [19, 257530095.18603873], [20, 253058848.186554], [21, 0], [22, 257417444.4039321], [23, 259536437.0191172], [24, 0], [25, 240661339.9568798], [26, 236819404.0143603], [27, 253162911.97358721], [28, 254572013.7945787], [29, 253492964.99534672], [30, 0]]
111 [[1, 0], [2, 0], [3, 250795372.51071778], [4, 257521514.38568452], [5, 0], [6, 244277598.1809287], [7, 233271149.12495708], [8, 0], [9, 0], [10, 252874640.19048744], [11, 0], [12, 241590464.77265698], [13, 255620729.78491944], [14, 255999061.09717497], [15, 256170125.89656687], [16, 258714088.35485992], [17, 0], [18, 0], [19, 245060190.37207747], [20, 253058848.186554], [21, 0], [22, 0], [23, 259536437.0191172], [24, 0], [25, 225992009.9353197], [26, 242991685.31675768], [27, 253162911.97358721], [28, 255999010.2272845], [29, 253492964.99534672], [30, 0]]
112 [[1, 258325365.51154462], [2, 0], [3, 256939767.99543756], [4, 245043028.77136904], [5, 254618299.2856081], [6, 231416397.27139306], [7, 233271149.12495708], [8, 258151522.11602324], [9, 0], [10, 252874640.19048744], [11, 0], [12, 260065613.26037088], [13, 256963711.3917717], [14, 255999061.09717497], [15, 242340251.79313374], [16, 258714088.35485992], [17, 0], [18, 0], [19, 232590285.5581162], [20, 255371100.7150199], [21, 0], [22, 0], [23, 251745790.49723727], [24, 250082291.0091249], [25, 211322679.9137596], [26, 215983370.63351536], [27, 256069193.74722618], [28, 255999010.2272845], [29, 0], [30, 0]]
113 [[1, 246650731.02308923], [2, 257360323.23344028], [3, 256939767.99543756], [4, 245043028.77136904], [5, 254618299.2856081], [6, 218555196.3618574], [7, 251635574.56247854], [8, 258151522.11602324], [9, 0], [10, 0], [11, 0], [12, 260065613.26037088], [13, 243927422.7835434], [14, 0], [15, 242340251.79313374], [16, 247428176.70971984], [17, 0], [18, 0], [19, 232590285.5581162], [20, 240742201.43003982], [21, 255637582.60659698], [22, 0], [23, 251745790.49723727], [24, 230164582.0182498], [25, 211322679.9137596], [26, 188975055.95027304], [27, 242138387.49445236], [28, 256856241.25140512], [29, 0], [30, 0]]
114 [[1, 246650731.02308923], [2, 257360323.23344028], [3, 0], [4, 256165563.3369567], [5, 0], [6, 205693995.45232177], [7, 251635574.56247854], [8, 255559658.73141706], [9, 0], [10, 252089164.21355286], [11, 253840808.95810375], [12, 255267248.32584664], [13, 243927422.7835434], [14, 0], [15, 254792189.07320407], [16, 236142265.06457976], [17, 0], [18, 258417472.9372324], [19, 253356617.04066172], [20, 226113302.14505973], [21, 255637582.60659698], [22, 0], [23, 254334990.45858204], [24, 230164582.0182498], [25, 253688447.486583], [26, 161966741.26703072], [27, 242138387.49445236], [28, 243712482.50281024], [29, 0], [30, 0]]
115 [[1, 259090296.6975356], [2, 255310265.24405757], [3, 0], [4, 242331126.67391342], [5, 0], [6, 192832794.54278612], [7, 257600787.72072485], [8, 255559658.73141706], [9, 258147489.38196966], [10, 252089164.21355286], [11, 237681617.9162075], [12, 240534496.65169328], [13, 257479199.05754945], [14, 254966929.99327007], [15, 254792189.07320407], [16, 224856353.41943967], [17, 0], [18, 246834945.8744648], [19, 253356617.04066172], [20, 211484402.86007965], [21, 257297036.71788794], [22, 249152771.84668583], [23, 238669980.9171641], [24, 253753138.80668083], [25, 253688447.486583], [26, 161966741.26703072], [27, 0], [28, 230568723.75421536], [29, 0], [30, 0]]
116 [[1, 259090296.6975356], [2, 255310265.24405757], [3, 251962781.70465422], [4, 242331126.67391342], [5, 251753620.27948552], [6, 179971593.63325047], [7, 245201575.4414497], [8, 0], [9, 258147489.38196966], [10, 256218865.9375361], [11, 237681617.9162075], [12, 240534496.65169328], [13, 244958398.1150989], [14, 254966929.99327007], [15, 0], [16, 213570441.7742996], [17, 0], [18, 235252418.8116972], [19, 251013107.4822801], [20, 211484402.86007965], [21, 257297036.71788794], [22, 249152771.84668583], [23, 223004971.37574613], [24, 253753138.80668083], [25, 251452491.63626122], [26, 0], [27, 0], [28, 230568723.75421536], [29, 0], [30, 0]]
117 [[1, 259174120.50583977], [2, 0], [3, 251962781.70465422], [4, 257521514.38568452], [5, 251753620.27948552], [6, 179971593.63325047], [7, 232802363.16217455], [8, 0], [9, 255929776.2856769], [10, 256218865.9375361], [11, 0], [12, 254869874.3300764], [13, 244958398.1150989], [14, 0], [15, 0], [16, 213570441.7742996], [17, 0], [18, 223669891.74892962], [19, 251013107.4822801], [20, 246701015.32083726], [21, 261470928.09623846], [22, 253878442.01745826], [23, 223004971.37574613], [24, 0], [25, 232904983.27252245], [26, 0], [27, 0], [28, 252409528.05722046], [29, 253413849.48629582], [30, 252812571.12884828]]
118 [[1, 248348241.01167953], [2, 0], [3, 260570190.95894495], [4, 245043028.77136904], [5, 260797278.4013037], [6, 257138799.09046435], [7, 220403150.8828994], [8, 0], [9, 255929776.2856769], [10, 0], [11, 0], [12, 254869874.3300764], [13, 252370620.135796], [14, 258279954.8342829], [15, 0], [16, 257280337.11324364], [17, 0], [18, 212087364.68616202], [19, 0], [20, 223402030.64167452], [21, 261470928.09623846], [22, 253878442.01745826], [23, 0], [24, 0], [25, 232904983.27252245], [26, 0], [27, 0], [28, 252409528.05722046], [29, 253413849.48629582], [30, 252812571.12884828]]
119 [[1, 237522361.5175193], [2, 0], [3, 260570190.95894495], [4, 232564543.15705356], [5, 260797278.4013037], [6, 244277598.1809287], [7, 208003938.60362425], [8, 0], [9, 0], [10, 0], [11, 0], [12, 246796276.41710946], [13, 252370620.135796], [14, 246559909.6685658], [15, 0], [16, 257280337.11324364], [17, 0], [18, 212087364.68616202], [19, 251013107.4822801], [20, 200103045.96251178], [21, 0], [22, 249152771.84668583], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 253553386.14821023], [30, 253275336.10569733]]
120 [[1, 237522361.5175193], [2, 0], [3, 253100228.42074138], [4, 220086057.54273808], [5, 0], [6, 231416397.27139306], [7, 208003938.60362425], [8, 0], [9, 0], [10, 0], [11, 0], [12, 223592552.83421892], [13, 0], [14, 234839864.5028487], [15, 0], [16, 255474059.26773062], [17, 0], [18, 252960681.73658523], [19, 232026214.9645602], [20, 200103045.96251178], [21, 0], [22, 249152771.84668583], [23, 0], [24, 0], [25, 0], [26, 0], [27, 260767709.1508981], [28, 0], [29, 253553386.14821023], [30, 253275336.10569733]]
121 [[1, 256432235.43085906], [2, 0], [3, 236239933.78199396], [4, 207733506.59157556], [5, 0], [6, 231416397.27139306], [7, 257607489.48210558], [8, 254097479.08485678], [9, 0], [10, 0], [11, 252840451.04795194], [12, 201854023.179831], [13, 253825205.40639445], [14, 223121207.92170656], [15, 251583635.908677], [16, 242147874.83666515], [17, 0], [18, 252960681.73658523], [19, 213229348.70119005], [20, 252848224.23043463], [21, 0], [22, 0], [23, 253943598.8958722], [24, 0], [25, 0], [26, 248463721.45022783], [27, 260767709.1508981], [28, 0], [29, 255774195.4221177], [30, 0]]
122 [[1, 256432235.43085906], [2, 0], [3, 219379639.14324653], [4, 207733506.59157556], [5, 0], [6, 257020084.6556636], [7, 245214978.96421117], [8, 254097479.08485678], [9, 0], [10, 0], [11, 235680902.09590387], [12, 180115493.52544308], [13, 253825205.40639445], [14, 223121207.92170656], [15, 233167271.81735402], [16, 242147874.83666515], [17, 0], [18, 0], [19, 213229348.70119005], [20, 235696448.46086925], [21, 0], [22, 0], [23, 253943598.8958722], [24, 0], [25, 0], [26, 248463721.45022783], [27, 253035722.6090142], [28, 0], [29, 255774195.4221177], [30, 0]]
123 [[1, 256074742.90025064], [2, 257146050.82239392], [3, 219379639.14324653], [4, 257138716.39130965], [5, 257371555.44220373], [6, 257020084.6556636], [7, 232822468.44631675], [8, 254097479.08485678], [9, 258154379.93422675], [10, 0], [11, 218521353.1438558], [12, 158376963.87105516], [13, 251481357.41245672], [14, 257230163.0477497], [15, 233167271.81735402], [16, 0], [17, 0], [18, 0], [19, 0], [20, 235696448.46086925], [21, 0], [22, 253548352.13650173], [23, 260515852.17822102], [24, 0], [25, 0], [26, 0], [27, 236071445.21802843], [28, 0], [29, 0], [30, 0]]
124 [[1, 256074742.90025064], [2, 244292101.64478785], [3, 256936801.14087677], [4, 244277432.7826193], [5, 257371555.44220373], [6, 0], [7, 220429957.92842233], [8, 238194958.16971356], [9, 246308759.8684535], [10, 0], [11, 201361804.19180775], [12, 136638434.21666723], [13, 232962714.82491344], [14, 244460326.0954994], [15, 257004978.97452754], [16, 0], [17, 0], [18, 258428005.60269478], [19, 0], [20, 0], [21, 255012969.11650875], [22, 253548352.13650173], [23, 260515852.17822102], [24, 0], [25, 0], [26, 0], [27, 236071445.21802843], [28, 253618732.4587891], [29, 0], [30, 0]]
125 [[1, 258987308.33674353], [2, 244292101.64478785], [3, 243873602.28175354], [4, 244277432.7826193], [5, 249391068.83646363], [6, 0], [7, 220429957.92842233], [8, 222292437.25457034], [9, 246308759.8684535], [10, 0], [11, 201361804.19180775], [12, 114899904.56227931], [13, 214444072.23737016], [14, 244460326.0954994], [15, 244009957.94905508], [16, 0], [17, 0], [18, 246856011.20538956], [19, 0], [20, 0], [21, 255012969.11650875], [22, 0], [23, 253943598.8958722], [24, 0], [25, 253236726.07165006], [26, 248463721.45022783], [27, 249230637.01811844], [28, 253618732.4587891], [29, 0], [30, 0]]
126 [[1, 247974616.67348707], [2, 253139501.88605022], [3, 230810403.4226303], [4, 0], [5, 228782137.67292726], [6, 0], [7, 257607489.48210558], [8, 222292437.25457034], [9, 0], [10, 257450677.3377216], [11, 246464168.49764675], [12, 114899904.56227931], [13, 195925429.64982688], [14, 0], [15, 231014936.9235826], [16, 258860128.11109132], [17, 0], [18, 246856011.20538956], [19, 0], [20, 0], [21, 261442243.96448475], [22, 0], [23, 237887197.7917444], [24, 0], [25, 236473452.14330012], [26, 248463721.45022783], [27, 228461274.03623688], [28, 256000114.56435242], [29, 0], [30, 252868775.59385633]]
127 [[1, 236961925.0102306], [2, 236279003.77210045], [3, 230810403.4226303], [4, 0], [5, 228782137.67292726], [6, 0], [7, 245214978.96421117], [8, 260532523.5707555], [9, 0], [10, 244901354.67544317], [11, 246464168.49764675], [12, 255724867.45251724], [13, 177406787.0622836], [14, 0], [15, 218019915.89811015], [16, 258860128.11109132], [17, 0], [18, 254629571.40474126], [19, 0], [20, 0], [21, 261442243.96448475], [22, 0], [23, 221830796.68761662], [24, 251927481.78395757], [25, 219710178.21495017], [26, 0], [27, 207691911.05435532], [28, 256000114.56435242], [29, 0], [30, 252868775.59385633]]
128 [[1, 236961925.0102306], [2, 236279003.77210045], [3, 260571808.70338354], [4, 251921301.6396764], [5, 254701998.20738825], [6, 0], [7, 245214978.96421117], [8, 251065047.14151102], [9, 258154379.93422675], [10, 232352032.01316476], [11, 254914445.10118854], [12, 241449734.90503448], [13, 158888144.47474033], [14, 258281343.4188578], [15, 218019915.89811015], [16, 257163306.4147277], [17, 253681486.97992387], [18, 254629571.40474126], [19, 260893453.01529273], [20, 0], [21, 0], [22, 0], [23, 221830796.68761662], [24, 251927481.78395757], [25, 219710178.21495017], [26, 0], [27, 207691911.05435532], [28, 0], [29, 253553386.14821023], [30, 0]]
129 [[1, 0], [2, 253139501.88605022], [3, 251143617.40676707], [4, 233842603.27935278], [5, 254701998.20738825], [6, 0], [7, 257043015.06877166], [8, 251065047.14151102], [9, 246308759.8684535], [10, 219802709.35088634], [11, 239828890.20237708], [12, 241449734.90503448], [13, 140369501.88719705], [14, 246562686.83771563], [15, 256178312.43836248], [16, 257163306.4147277], [17, 253681486.97992387], [18, 0], [19, 260893453.01529273], [20, 254749585.2563389], [21, 0], [22, 254868755.13168606], [23, 0], [24, 248135093.7300529], [25, 0], [26, 254885715.22530818], [27, 0], [28, 256858046.21378458], [29, 253553386.14821023], [30, 0]]
130 [[1, 0], [2, 253139501.88605022], [3, 251143617.40676707], [4, 215763904.91902918], [5, 257371555.44220373], [6, 0], [7, 257043015.06877166], [8, 252523579.63847798], [9, 234463139.80268025], [10, 207253386.68860793], [11, 224743335.30356562], [12, 250543673.12587085], [13, 121850859.29965377], [14, 234844030.25657344], [15, 242356624.87672496], [16, 0], [17, 253681486.97992387], [18, 0], [19, 0], [20, 254749585.2563389], [21, 0], [22, 239737510.26337212], [23, 0], [24, 226270187.46010578], [25, 0], [26, 239771430.45061636], [27, 0], [28, 256858046.21378458], [29, 253789343.06532028], [30, 0]]
131 [[1, 257057003.3015345], [2, 0], [3, 254961745.99161085], [4, 197685206.55870557], [5, 244743110.88440746], [6, 0], [7, 0], [8, 252523579.63847798], [9, 222617519.736907], [10, 207253386.68860793], [11, 224743335.30356562], [12, 250543673.12587085], [13, 103332216.71211049], [14, 234844030.25657344], [15, 242356624.87672496], [16, 259489862.71955466], [17, 237362973.95984775], [18, 0], [19, 256862822.8411072], [20, 247010033.0334235], [21, 0], [22, 239737510.26337212], [23, 0], [24, 226270187.46010578], [25, 259585493.9262615], [26, 224657145.67592454], [27, 0], [28, 0], [29, 253789343.06532028], [30, 0]]
